id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0672,Estados Unidos,75,F,Malecón Tarapacá,Iquitos,2025-08-21,9,2778.77,Auto
V0673,NA,62,M,Sacsayhuamán,Cusco,2025-06-24,3,1239.2,
V0674,Brasil,51,Otro,Sacsayhuamán,Cusco,2025-02-05,5,1367.84,
V0675,Perú,17,M,Machu Picchu,Cusco,2025-02-27,2,1504.82,Mototaxi
V0676,Perú,69,M,Plaza de Armas,Arequipa,2025-04-22,5,2408.52,NA
V0677,Perú,57,M,Plaza de Armas,Arequipa,2025-01-12,10,4240.01,Auto
V0678,Argentina,54,Otro,Huaca Pucllana,Lima,2025-08-13,10,3002.82,Tren
V0679,Chile,18,Otro,Malecón Tarapacá,Iquitos,2025-08-26,6,554.28,NA
V0680,Chile,66,F,Cañón del Colca,Arequipa,2025-05-13,13,298.19,
V0681,Colombia,34,F,Taquile,Puno,2025-05-17,10,3951.04,Avión
V0682,NA,58,M,Sacsayhuamán,Cusco,2025-01-23,12,3954.26,
V0683,México,51,Otro,Malecón Tarapacá,Iquitos,2025-01-06,11,465.56,Mototaxi
V0684,Brasil,24,M,Plaza de Armas,Arequipa,2025-08-02,5,4670.08,NA
V0685,España,78,M,Río Amazonas,Iquitos,2025-04-20,9,1587.43,Bus
V0686,Chile,30,M,Barranco,Lima,2025-05-28,8,2555.6,Bus
V0687,México,68,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-02-01,11,3513.08,Mototaxi
V0688,Chile,27,M,Barranco,Lima,2025-08-24,6,3787.36,Avión
V0689,Argentina,26,M,Cañón del Colca,Arequipa,2025-01-29,12,1242.07,
V0690,México,53,M,Parque de la Reserva,Lima,2025-04-14,12,870.09,NA
V0691,Colombia,49,M,Río Amazonas,Iquitos,2025-08-19,10,3778.66,Bus
V0692,NA,41,Otro,Islas Flotantes Uros,Puno,2025-08-12,13,3262.96,Avión
V0693,Brasil,43,Otro,Cañón del Colca,Arequipa,2025-01-12,3,2389.18,Tren
V0694,Brasil,25,F,Sacsayhuamán,Cusco,2025-09-01,11,894.69,
V0695,Brasil,,F,Malecón Tarapacá,Iquitos,2025-02-14,1,2609.32,NA
V0696,Estados Unidos,49,M,Barranco,Lima,2025-03-04,7,2278.63,
V0697,NA,69,F,Machu Picchu,Cusco,2025-02-02,2,4450.36,
V0698,España,51,Otro,Sacsayhuamán,Cusco,2025-05-12,,,NA
V0699,NA,67,M,Taquile,Puno,2025-05-28,11,587.16,
V0700,Perú,50,F,Malecón Tarapacá,Iquitos,2025-02-03,2,3818.85,Auto
V0701,España,78,Otro,Malecón Tarapacá,Iquitos,2025-05-01,6,1714.6,Bus
V0702,Chile,25,Otro,Malecón Tarapacá,Iquitos,2025-02-11,14,2811.53,Bus
V0703,NA,73,M,Valle Sagrado,Cusco,2025-07-12,3,4705.09,
V0704,Perú,75,M,Sacsayhuamán,Cusco,2025-07-31,2,3173.51,Bus
V0705,México,36,M,Machu Picchu,Cusco,2025-01-09,5,1812.53,NA
V0706,Perú,50,M,Barranco,Lima,2025-09-30,2,2457.23,Auto
V0707,Argentina,73,F,Parque de la Reserva,Lima,2025-04-19,12,3603.75,NA
V0708,Perú,15,Otro,Lago Titicaca,Puno,2025-09-21,6,254.6,Auto
V0709,Brasil,64,Otro,Monasterio de Santa Catalina,Arequipa,2025-09-21,14,2924.48,Auto
V0710,Argentina,22,Otro,Parque de la Reserva,Lima,2025-03-25,1,2196.99,NA
V0711,España,32,F,Sacsayhuamán,Cusco,2025-09-14,5,805.75,
V0712,Argentina,80,Otro,Monasterio de Santa Catalina,Arequipa,2025-08-25,2,1770.49,Bus
V0713,Argentina,36,Otro,Taquile,Puno,2025-05-12,11,725.88,NA
V0714,Chile,71,Otro,Islas Flotantes Uros,Puno,2025-04-14,5,1959.07,
V0715,Chile,25,Otro,Plaza de Armas,Arequipa,2025-09-14,10,2485.0,
V0716,Chile,28,M,Machu Picchu,Cusco,2025-06-06,14,333.22,Auto
V0717,Argentina,80,M,Malecón Tarapacá,Iquitos,2025-07-25,3,3317.79,Auto
V0718,Chile,63,F,Plaza de Armas,Arequipa,2025-05-23,14,1292.75,
V0719,Brasil,15,M,Taquile,Puno,2025-06-05,3,948.3,Auto
V0720,México,58,F,Lago Titicaca,Puno,2025-08-28,1,1750.77,Mototaxi
V0721,Colombia,26,M,Islas Flotantes Uros,Puno,2025-02-04,11,1965.22,Avión
V0722,Perú,28,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-05-09,13,1400.11,Avión
V0723,Chile,31,M,Machu Picchu,Cusco,2025-09-24,5,3881.59,Tren
V0724,México,25,Otro,Monasterio de Santa Catalina,Arequipa,2025-08-16,11,1060.66,
V0725,Chile,68,F,Malecón Tarapacá,Iquitos,2025-08-17,1,4494.42,Bus
V0726,Argentina,25,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-03-23,5,1135.4,
V0727,Colombia,51,M,Cañón del Colca,Arequipa,2025-05-15,2,902.56,Bus
V0728,Brasil,41,F,Islas Flotantes Uros,Puno,2025-08-24,11,4358.98,Auto
V0729,México,20,Otro,Plaza de Armas,Arequipa,2025-07-06,13,3225.21,Auto
V0730,Perú,69,Otro,Parque de la Reserva,Lima,2025-03-02,9,397.7,Avión
V0731,Colombia,48,Otro,Huaca Pucllana,Lima,2025-01-15,4,2695.77,Tren
V0732,NA,55,Otro,Monasterio de Santa Catalina,Arequipa,2025-07-08,7,4269.54,
V0733,España,30,Otro,Huaca Pucllana,Lima,2025-03-27,3,1053.61,Avión
V0734,Brasil,78,Otro,Islas Flotantes Uros,Puno,2025-05-09,14,4334.58,Avión
V0735,España,27,M,Taquile,Puno,2025-08-02,2,4475.42,
V0736,Chile,80,M,Sacsayhuamán,Cusco,2025-08-31,,,
V0737,Brasil,25,Otro,Monasterio de Santa Catalina,Arequipa,2025-08-20,13,3164.12,
V0738,España,60,F,Río Amazonas,Iquitos,2025-04-11,11,1416.4,NA
V0739,Perú,59,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-02-17,4,1715.88,Bus
V0740,Argentina,45,M,Malecón Tarapacá,Iquitos,2025-06-11,5,4538.39,Bus
V0741,Colombia,30,F,Río Amazonas,Iquitos,2025-09-21,14,559.24,Avión
V0742,Brasil,41,M,Valle Sagrado,Cusco,2025-01-15,2,1154.64,Tren
V0743,Argentina,64,Otro,Sacsayhuamán,Cusco,2025-04-04,10,4206.84,Tren
V0744,Colombia,,Otro,Parque de la Reserva,Lima,2025-04-14,1,213.4,Auto
V0745,Perú,55,M,Río Amazonas,Iquitos,2025-05-24,2,2823.44,Tren
V0746,NA,,M,Parque de la Reserva,Lima,2025-07-01,9,4281.92,Mototaxi
V0747,Estados Unidos,51,F,Malecón Tarapacá,Iquitos,2025-02-19,6,3115.43,Mototaxi
V0748,NA,15,M,Río Amazonas,Iquitos,2025-09-20,4,4227.24,Bus
V0749,Argentina,48,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-06-12,14,816.31,
V0750,Brasil,,Otro,Islas Flotantes Uros,Puno,2025-07-05,4,4212.68,Avión
V0751,NA,50,Otro,Monasterio de Santa Catalina,Arequipa,2025-06-13,3,4812.86,Avión
V0752,Brasil,40,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-03-21,7,2515.38,Auto
V0753,Brasil,19,Otro,Río Amazonas,Iquitos,2025-06-08,12,4429.98,Mototaxi
V0754,Chile,,M,Barranco,Lima,2025-04-28,3,2493.29,Avión
V0755,Chile,62,Otro,Huaca Pucllana,Lima,2025-08-24,2,4166.94,Mototaxi
V0756,España,63,M,Parque de la Reserva,Lima,2025-04-04,,,Avión
V0757,México,60,F,Valle Sagrado,Cusco,2025-02-04,3,4800.38,Auto
V0758,Argentina,34,M,Cañón del Colca,Arequipa,2025-04-29,3,3991.08,Mototaxi
V0759,Brasil,76,M,Monasterio de Santa Catalina,Arequipa,2025-02-20,,,NA
V0760,NA,67,M,Plaza de Armas,Arequipa,2025-02-24,,,Bus
V0761,Estados Unidos,41,F,Machu Picchu,Cusco,2025-02-26,13,3518.7,Bus
V0762,Argentina,58,Otro,Malecón Tarapacá,Iquitos,2025-08-17,12,842.89,Bus
V0763,NA,34,M,Cañón del Colca,Arequipa,2025-01-20,5,1631.54,Avión
V0764,España,57,M,Taquile,Puno,2025-04-14,12,2316.21,Mototaxi
V0765,Colombia,39,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-03-17,,,NA
V0766,Argentina,30,M,Plaza de Armas,Arequipa,2025-06-21,,,Bus
V0767,Colombia,45,M,Machu Picchu,Cusco,2025-05-21,1,3303.47,Mototaxi
V0768,España,67,M,Barranco,Lima,2025-09-09,1,3987.25,Auto
V0769,NA,51,Otro,Islas Flotantes Uros,Puno,2025-05-25,6,2254.88,Avión
V0770,NA,34,M,Valle Sagrado,Cusco,2025-06-09,11,361.51,NA
V0771,Argentina,26,Otro,Río Amazonas,Iquitos,2025-07-08,13,2757.5,Auto
V0772,España,50,F,Malecón Tarapacá,Iquitos,2025-08-06,,,
V0773,Estados Unidos,69,Otro,Plaza de Armas,Arequipa,2025-01-19,7,3050.31,Avión
V0774,Argentina,42,F,Monasterio de Santa Catalina,Arequipa,2025-09-27,2,3122.6,Auto
V0775,NA,44,M,Río Amazonas,Iquitos,2025-08-04,,,
V0776,Argentina,27,Otro,Lago Titicaca,Puno,2025-02-20,12,325.78,NA
V0777,España,25,F,Río Amazonas,Iquitos,2025-07-30,3,2601.73,Mototaxi
V0778,Perú,31,F,Río Amazonas,Iquitos,2025-03-29,5,2467.62,Auto
V0779,Chile,56,Otro,Sacsayhuamán,Cusco,2025-01-29,8,2863.29,NA
V0780,España,76,Otro,Cañón del Colca,Arequipa,2025-01-12,6,4491.01,Tren
V0781,México,62,M,Sacsayhuamán,Cusco,2025-09-27,12,4006.23,NA
V0782,Chile,64,M,Sacsayhuamán,Cusco,2025-05-21,13,4444.08,Auto
V0783,Brasil,71,F,Barranco,Lima,2025-04-04,9,1498.07,Tren
V0784,Estados Unidos,28,Otro,Lago Titicaca,Puno,2025-04-30,4,4339.17,Mototaxi
V0785,Colombia,65,Otro,Cañón del Colca,Arequipa,2025-05-22,13,2798.49,Bus
V0786,Perú,19,M,Taquile,Puno,2025-08-13,2,3228.2,Tren
V0787,Argentina,23,Otro,Monasterio de Santa Catalina,Arequipa,2025-08-06,8,2419.85,Mototaxi
V0788,Colombia,44,M,Barranco,Lima,2025-06-29,11,3403.32,Avión
V0789,Argentina,47,F,Sacsayhuamán,Cusco,2025-03-01,5,3781.34,
V0790,Perú,60,F,Taquile,Puno,2025-05-13,7,2585.11,NA
V0791,Estados Unidos,65,M,Taquile,Puno,2025-07-11,8,3992.12,NA
V0792,Chile,38,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-08-02,6,2602.58,Mototaxi
V0793,Chile,25,F,Río Amazonas,Iquitos,2025-06-02,1,518.83,Avión
V0794,México,57,F,Islas Flotantes Uros,Puno,2025-04-04,11,2155.99,Tren
V0795,Colombia,37,M,Plaza de Armas,Arequipa,2025-08-17,4,1633.51,Bus
V0796,Colombia,42,F,Malecón Tarapacá,Iquitos,2025-01-01,14,2792.42,Avión
V0797,Colombia,76,F,Machu Picchu,Cusco,2025-09-30,6,3525.03,Auto
V0798,México,69,F,Monasterio de Santa Catalina,Arequipa,2025-05-10,5,2631.97,Bus
V0799,NA,68,M,Valle Sagrado,Cusco,2025-08-09,14,3006.92,Auto
V0800,España,16,F,Parque de la Reserva,Lima,2025-05-09,12,2039.57,NA
V0801,Brasil,75,M,Machu Picchu,Cusco,2025-02-12,9,884.1,
V0802,Colombia,66,Otro,Huaca Pucllana,Lima,2025-08-27,12,4956.3,
V0803,Perú,42,M,Sacsayhuamán,Cusco,2025-06-02,8,4263.21,Avión
V0804,México,49,Otro,Río Amazonas,Iquitos,2025-09-30,3,4491.07,Bus
V0805,Perú,21,F,Plaza de Armas,Arequipa,2025-05-02,2,1931.45,Tren
V0806,Colombia,73,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-09-06,8,967.07,Avión
V0807,México,67,Otro,Huaca Pucllana,Lima,2025-02-26,12,2767.55,Auto
V0808,Chile,70,F,Parque de la Reserva,Lima,2025-02-10,7,609.85,NA
V0809,México,32,Otro,Machu Picchu,Cusco,2025-07-11,,,Auto
V0810,Argentina,17,Otro,Sacsayhuamán,Cusco,2025-02-10,3,2375.15,
V0811,Perú,79,M,Machu Picchu,Cusco,2025-07-03,11,3078.6,Bus
V0812,Perú,80,Otro,Parque de la Reserva,Lima,2025-08-30,10,4119.92,NA
V0813,Brasil,41,Otro,Barranco,Lima,2025-03-23,12,275.24,Auto
V0814,Argentina,60,F,Huaca Pucllana,Lima,2025-02-15,9,1224.26,Bus
V0815,Argentina,77,F,Lago Titicaca,Puno,2025-08-03,8,3329.47,Auto
V0816,Argentina,63,M,Islas Flotantes Uros,Puno,2025-05-26,7,3590.05,Avión
V0817,Perú,78,Otro,Barranco,Lima,2025-09-17,13,4580.7,Avión
V0818,España,57,Otro,Islas Flotantes Uros,Puno,2025-06-07,7,1963.82,Mototaxi
V0819,España,41,M,Lago Titicaca,Puno,2025-07-28,8,2458.25,Bus
V0820,Chile,38,Otro,Cañón del Colca,Arequipa,2025-01-05,7,4502.99,NA
V0821,Perú,62,F,Islas Flotantes Uros,Puno,2025-03-19,3,548.04,
V0822,México,49,Otro,Plaza de Armas,Arequipa,2025-08-30,3,4824.99,Avión
V0823,Perú,49,F,Plaza de Armas,Arequipa,2025-04-18,10,4113.11,Bus
V0824,España,63,F,Machu Picchu,Cusco,2025-01-02,11,1099.72,Tren
V0825,España,60,M,Huaca Pucllana,Lima,2025-06-09,5,1931.03,Avión
V0826,Perú,69,Otro,Parque de la Reserva,Lima,2025-08-15,4,1492.14,Tren
V0827,Colombia,45,M,Valle Sagrado,Cusco,2025-07-28,2,1731.05,NA
V0828,Chile,25,F,Cañón del Colca,Arequipa,2025-06-15,8,3751.92,Tren
V0829,España,36,Otro,Lago Titicaca,Puno,2025-07-25,6,981.09,Tren
V0830,Colombia,24,F,Machu Picchu,Cusco,2025-02-27,8,647.7,Mototaxi
V0831,Estados Unidos,42,F,Islas Flotantes Uros,Puno,2025-08-29,,,
V0832,Estados Unidos,78,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-07-19,11,4057.28,
V0833,Estados Unidos,54,F,Río Amazonas,Iquitos,2025-01-05,2,3458.39,Avión
V0834,Colombia,38,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-02-26,5,3174.63,Tren
V0835,Argentina,33,M,Valle Sagrado,Cusco,2025-06-15,,,Avión
V0836,España,70,F,Plaza de Armas,Arequipa,2025-01-16,1,1586.3,Tren
V0837,España,23,Otro,Plaza de Armas,Arequipa,2025-02-15,11,2417.63,Tren
V0838,México,75,Otro,Lago Titicaca,Puno,2025-05-22,4,2358.83,Auto
V0839,Colombia,41,Otro,Monasterio de Santa Catalina,Arequipa,2025-03-03,3,1993.3,Mototaxi
V0840,México,36,F,Malecón Tarapacá,Iquitos,2025-04-16,10,2243.61,Avión
V0841,Perú,28,M,Machu Picchu,Cusco,2025-01-02,10,439.17,Bus
V0842,Perú,52,M,Río Amazonas,Iquitos,2025-09-30,11,2868.45,Auto
V0843,México,61,M,Sacsayhuamán,Cusco,2025-08-02,1,259.42,Auto
V0844,NA,33,M,Islas Flotantes Uros,Puno,2025-06-27,7,3237.72,Auto
V0845,Argentina,58,F,Islas Flotantes Uros,Puno,2025-01-14,7,3994.87,Tren
V0846,Argentina,35,M,Taquile,Puno,2025-04-25,9,3454.83,Avión
V0847,Estados Unidos,55,M,Valle Sagrado,Cusco,2025-05-28,9,3346.04,Bus
V0848,Perú,26,F,Barranco,Lima,2025-09-19,2,4861.29,Bus
V0849,Perú,31,F,Huaca Pucllana,Lima,2025-09-29,4,1947.17,Bus
V0850,NA,43,Otro,Barranco,Lima,2025-08-11,6,1978.01,
V0851,NA,29,M,Valle Sagrado,Cusco,2025-09-28,9,2255.45,NA
V0852,Chile,35,M,Río Amazonas,Iquitos,2025-01-19,12,3425.91,Avión
V0853,Colombia,22,Otro,Huaca Pucllana,Lima,2025-04-22,10,1537.81,Avión
V0854,Chile,36,F,Plaza de Armas,Arequipa,2025-05-12,6,2704.2,Tren
V0855,Brasil,19,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-07-01,5,2674.77,Tren
V0856,Estados Unidos,42,Otro,Barranco,Lima,2025-01-02,1,3808.37,Bus
V0857,Estados Unidos,76,Otro,Huaca Pucllana,Lima,2025-02-23,9,2504.99,Avión
V0858,Brasil,45,F,Sacsayhuamán,Cusco,2025-05-13,1,2791.2,Avión
V0859,NA,41,M,Valle Sagrado,Cusco,2025-04-07,5,1441.02,Tren
V0860,NA,15,F,Taquile,Puno,2025-07-13,4,1872.35,NA
V0861,NA,,Otro,Taquile,Puno,2025-07-03,3,4254.2,Tren
V0862,Colombia,33,M,Sacsayhuamán,Cusco,2025-03-13,11,559.45,Auto
V0863,Perú,34,F,Huaca Pucllana,Lima,2025-05-01,10,864.11,NA
V0864,Chile,28,Otro,Sacsayhuamán,Cusco,2025-04-26,5,3661.52,Bus
V0865,Argentina,26,F,Lago Titicaca,Puno,2025-09-04,9,2994.61,NA
V0866,México,36,F,Valle Sagrado,Cusco,2025-07-26,7,1562.76,
V0867,Argentina,59,Otro,Monasterio de Santa Catalina,Arequipa,2025-05-13,9,3420.03,NA
V0868,Brasil,37,M,Machu Picchu,Cusco,2025-05-30,7,744.73,Auto
V0869,NA,48,Otro,Parque de la Reserva,Lima,2025-02-10,12,429.59,NA
V0870,España,54,Otro,Taquile,Puno,2025-04-21,11,4149.43,Mototaxi
V0871,Chile,52,F,Malecón Tarapacá,Iquitos,2025-06-12,7,512.64,Bus
V0872,Brasil,70,Otro,Parque de la Reserva,Lima,2025-08-02,2,1779.88,Avión
V0873,Chile,60,F,Sacsayhuamán,Cusco,2025-08-11,4,2094.1,Avión
V0874,Brasil,58,F,Islas Flotantes Uros,Puno,2025-06-09,7,1128.37,Mototaxi
V0875,Colombia,58,M,Plaza de Armas,Arequipa,2025-09-09,13,4767.32,Tren
V0876,Colombia,16,Otro,Huaca Pucllana,Lima,2025-03-20,6,820.95,
V0877,Colombia,30,Otro,Barranco,Lima,2025-04-25,2,3327.92,Bus
V0878,Colombia,19,F,Plaza de Armas,Arequipa,2025-07-14,,,Tren
V0879,México,30,M,Barranco,Lima,2025-08-12,2,1663.07,
V0880,Brasil,61,F,Islas Flotantes Uros,Puno,2025-06-22,4,4621.63,Bus
V0881,México,67,Otro,Taquile,Puno,2025-02-15,13,1277.2,NA
V0882,Brasil,61,F,Huaca Pucllana,Lima,2025-06-04,11,374.09,Bus
V0883,Estados Unidos,20,F,Taquile,Puno,2025-03-30,,,NA
V0884,Estados Unidos,79,Otro,Plaza de Armas,Arequipa,2025-05-06,5,2695.69,Tren
V0885,Colombia,73,M,Machu Picchu,Cusco,2025-05-30,12,4837.11,
V0886,Perú,52,M,Islas Flotantes Uros,Puno,2025-04-07,7,870.62,Tren
V0887,Colombia,47,M,Malecón Tarapacá,Iquitos,2025-05-09,5,3489.38,
V0888,Argentina,,F,Lago Titicaca,Puno,2025-01-19,8,2528.16,Tren
V0889,Colombia,25,Otro,Huaca Pucllana,Lima,2025-07-22,2,3205.12,Auto
V0890,México,48,Otro,Taquile,Puno,2025-06-19,8,2802.32,Auto
V0891,Perú,52,Otro,Sacsayhuamán,Cusco,2025-02-09,7,3554.72,Tren
V0892,Colombia,62,Otro,Lago Titicaca,Puno,2025-04-29,2,3411.5,
V0893,Estados Unidos,65,F,Cañón del Colca,Arequipa,2025-08-19,9,862.2,Auto
V0894,España,55,M,Barranco,Lima,2025-05-05,8,3038.23,Avión
V0895,España,71,Otro,Machu Picchu,Cusco,2025-06-03,6,317.52,NA
V0896,Argentina,74,F,Monasterio de Santa Catalina,Arequipa,2025-09-19,9,4956.45,Bus
V0897,Perú,73,F,Plaza de Armas,Arequipa,2025-03-30,12,4288.84,Bus
V0898,Chile,61,F,Taquile,Puno,2025-06-16,11,4811.47,
V0899,Colombia,56,M,Río Amazonas,Iquitos,2025-01-21,12,2672.13,Bus
V0900,Colombia,56,Otro,Barranco,Lima,2025-08-04,12,2460.73,Tren
V0901,México,75,F,Monasterio de Santa Catalina,Arequipa,2025-08-12,9,4086.96,Auto
V0902,España,34,Otro,Malecón Tarapacá,Iquitos,2025-02-07,7,1356.07,Bus
V0903,Brasil,33,Otro,Huaca Pucllana,Lima,2025-03-10,8,1820.75,Bus
V0904,Perú,16,Otro,Río Amazonas,Iquitos,2025-06-15,9,3521.23,Auto
V0905,Estados Unidos,21,F,Lago Titicaca,Puno,2025-03-25,11,3730.3,Auto
V0906,Estados Unidos,51,Otro,Valle Sagrado,Cusco,2025-02-11,14,3314.17,Avión
V0907,Estados Unidos,69,Otro,Taquile,Puno,2025-08-09,4,2272.3,
V0908,Colombia,19,M,Río Amazonas,Iquitos,2025-07-07,3,4387.09,Auto
V0909,España,75,F,Machu Picchu,Cusco,2025-07-07,4,3732.24,NA
V0910,España,33,Otro,Sacsayhuamán,Cusco,2025-04-27,12,3381.94,Mototaxi
V0911,Estados Unidos,27,Otro,Malecón Tarapacá,Iquitos,2025-05-28,5,1200.65,Auto
V0912,Chile,67,M,Plaza de Armas,Arequipa,2025-03-09,5,211.31,Auto
V0913,Brasil,55,F,Islas Flotantes Uros,Puno,2025-06-03,10,503.53,Tren
V0914,Estados Unidos,18,M,Islas Flotantes Uros,Puno,2025-03-19,1,1717.07,NA
V0915,España,38,F,Sacsayhuamán,Cusco,2025-01-24,6,4105.39,
V0916,NA,15,Otro,Lago Titicaca,Puno,2025-01-03,11,3174.98,NA
V0917,Argentina,74,F,Parque de la Reserva,Lima,2025-09-07,5,1665.32,NA
V0918,España,80,M,Valle Sagrado,Cusco,2025-08-14,4,2142.74,
V0919,NA,75,Otro,Barranco,Lima,2025-07-16,5,3497.69,Avión
V0920,Colombia,76,M,Parque de la Reserva,Lima,2025-09-28,13,3414.21,NA
V0921,España,66,M,Machu Picchu,Cusco,2025-07-17,12,627.45,Mototaxi
V0922,Perú,77,F,Valle Sagrado,Cusco,2025-05-14,3,2412.34,Bus
V0923,Brasil,63,F,Machu Picchu,Cusco,2025-04-08,,,NA
V0924,Chile,61,Otro,Malecón Tarapacá,Iquitos,2025-02-22,7,2754.03,Mototaxi
V0925,Estados Unidos,34,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-01-08,10,552.06,Bus
V0926,España,22,F,Lago Titicaca,Puno,2025-04-02,12,4896.42,Avión
V0927,Perú,54,F,Río Amazonas,Iquitos,2025-01-04,1,4323.86,Auto
V0928,México,17,M,Cañón del Colca,Arequipa,2025-07-19,7,633.8,Bus
V0929,Colombia,58,M,Barranco,Lima,2025-06-23,7,600.09,Bus
V0930,México,73,Otro,Valle Sagrado,Cusco,2025-02-24,12,813.35,Tren
V0931,México,21,Otro,Sacsayhuamán,Cusco,2025-02-21,8,3976.41,Mototaxi
V0932,Argentina,21,F,Sacsayhuamán,Cusco,2025-07-05,3,2236.52,
V0933,Colombia,17,M,Barranco,Lima,2025-08-10,10,2958.63,
V0934,Argentina,23,Otro,Lago Titicaca,Puno,2025-01-27,4,4699.25,Avión
V0935,Perú,64,F,Islas Flotantes Uros,Puno,2025-06-26,3,2246.1,NA
V0936,NA,64,M,Barranco,Lima,2025-05-06,8,4230.54,NA
V0937,Brasil,31,Otro,Cañón del Colca,Arequipa,2025-06-11,13,1734.42,Avión
V0938,España,29,Otro,Malecón Tarapacá,Iquitos,2025-04-22,2,1716.33,NA
V0939,Colombia,25,F,Lago Titicaca,Puno,2025-09-24,14,1317.4,Mototaxi
V0940,Colombia,24,F,Sacsayhuamán,Cusco,2025-08-01,8,4635.06,Tren
V0941,Perú,44,Otro,Río Amazonas,Iquitos,2025-07-14,9,880.81,
V0942,Argentina,26,F,Barranco,Lima,2025-05-12,6,3150.53,Tren
V0943,Estados Unidos,20,F,Lago Titicaca,Puno,2025-01-19,1,3095.54,Avión
V0944,NA,60,Otro,Islas Flotantes Uros,Puno,2025-05-03,1,2478.83,NA
V0945,Colombia,42,F,Islas Flotantes Uros,Puno,2025-04-07,13,1731.35,Avión
V0946,Estados Unidos,59,F,Valle Sagrado,Cusco,2025-02-11,4,299.36,Auto
V0947,España,77,F,Taquile,Puno,2025-05-31,7,4610.04,Tren
V0948,Chile,67,M,Monasterio de Santa Catalina,Arequipa,2025-04-04,9,3094.82,Avión
V0949,Colombia,68,F,Sacsayhuamán,Cusco,2025-05-28,1,1100.36,
V0950,NA,23,M,Machu Picchu,Cusco,2025-06-24,8,3599.81,Avión
V0951,España,70,F,Machu Picchu,Cusco,2025-02-09,10,4897.28,NA
V0952,Argentina,64,F,Monasterio de Santa Catalina,Arequipa,2025-09-05,2,4408.46,Bus
V0953,Chile,25,Otro,Sacsayhuamán,Cusco,2025-02-02,6,3895.23,Mototaxi
V0954,Perú,62,Otro,Islas Flotantes Uros,Puno,2025-08-14,6,4579.48,NA
V0955,Chile,16,M,Lago Titicaca,Puno,2025-03-28,8,1235.41,NA
V0956,Chile,55,Otro,Taquile,Puno,2025-04-14,10,4512.81,Tren
V0957,Perú,,M,Plaza de Armas,Arequipa,2025-02-26,14,845.42,Bus
V0958,Colombia,62,Otro,Plaza de Armas,Arequipa,2025-06-20,7,1795.73,Auto
V0959,NA,29,M,Plaza de Armas,Arequipa,2025-02-12,11,3077.52,Avión
V0960,Chile,,M,Plaza de Armas,Arequipa,2025-09-27,1,1290.72,Mototaxi
V0961,Colombia,55,M,Valle Sagrado,Cusco,2025-07-16,6,4840.06,Auto
V0962,España,29,F,Lago Titicaca,Puno,2025-07-23,7,1558.33,Mototaxi
V0963,Argentina,18,Otro,Valle Sagrado,Cusco,2025-07-04,1,1136.74,Tren
V0964,Perú,72,M,Huaca Pucllana,Lima,2025-08-26,8,1394.02,
V0965,Colombia,16,F,Cañón del Colca,Arequipa,2025-03-22,5,3243.51,Avión
V0966,NA,60,M,Río Amazonas,Iquitos,2025-05-05,12,3742.74,NA
V0967,Colombia,26,Otro,Barranco,Lima,2025-05-03,1,2892.19,Mototaxi
V0968,Brasil,47,M,Valle Sagrado,Cusco,2025-03-24,1,4941.33,NA
V0969,NA,44,F,Huaca Pucllana,Lima,2025-08-11,6,1368.48,Mototaxi
V0970,Chile,53,F,Barranco,Lima,2025-02-22,13,2239.46,Bus
V0971,Brasil,56,M,Sacsayhuamán,Cusco,2025-03-16,14,4284.41,Auto
V0972,Colombia,65,M,Taquile,Puno,2025-05-10,1,1012.44,Mototaxi
V0973,México,21,M,Islas Flotantes Uros,Puno,2025-06-10,10,3708.14,Auto
V0974,España,75,M,Machu Picchu,Cusco,2025-07-18,7,4527.44,Tren
V0975,Chile,78,Otro,Barranco,Lima,2025-09-26,5,2252.09,Tren
V0976,España,55,F,Malecón Tarapacá,Iquitos,2025-06-04,8,4149.42,Auto
V0977,Perú,45,Otro,Parque de la Reserva,Lima,2025-06-18,4,3215.68,Mototaxi
V0978,Argentina,31,Otro,Valle Sagrado,Cusco,2025-08-05,14,1938.37,Auto
V0979,Estados Unidos,39,M,Taquile,Puno,2025-03-19,9,4813.11,
V0980,Brasil,56,M,Islas Flotantes Uros,Puno,2025-07-17,4,890.81,NA
V0981,Colombia,80,Otro,Sacsayhuamán,Cusco,2025-02-11,5,2022.67,Mototaxi
V0982,Chile,40,F,Sacsayhuamán,Cusco,2025-03-31,12,3842.62,Tren
V0983,México,,M,Monasterio de Santa Catalina,Arequipa,2025-02-04,9,1558.1,
